"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q3",38.2210434532103,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q4",37.7793461744656,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q1",37.8641881623521,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q2",37.4704380269445,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q3",36.7110346410584,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q4",36.4354503537466,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q1",36.1727948361441,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q2",35.7882432126677,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q3",36.040085214225,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q4",36.4164427064488,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q1",36.5632302517636,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q2",37.0412151960835,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q3",37.5476044610376,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q4",38.096133791326,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q1",39.3039289324713,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q2",39.991046733017,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q3",40.8185065431733,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q4",42.0970143754575,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q1",42.7691415021964,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q2",44.0304069559132,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q3",44.916312033983,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q4",45.7227087702548,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q1",47.086305494928,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q2",48.727997380598,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q3",49.8231266568779,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q4",50.7576356850846,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q1",51.9451847560006,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q2",51.8903481155327,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q3",52.260444295007,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q4",52.3057122074297,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q1",52.9119225529309,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q2",53.6077024891053,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q3",54.7761044978909,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q4",55.6768037229202,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q1",55.6414083647223,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q2",55.8871035460075,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q3",56.3565543035873,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q4",57.5225265560015,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q1",58.1363980547649,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q2",59.3606444714798,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q3",60.0514409072784,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q4",61.4630299888744,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q1",61.3983102718818,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q2",62.2873896162682,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q3",63.9285566181017,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q4",66.6001685130102,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q1",69.0234643337988,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q2",70.1116681135248,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q3",71.1816659650726,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q4",72.7671825883519,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q1",75.280269806889,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q2",78.3477731832239,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q3",80.4598305893181,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q4",79.226476609645,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q1",78.7500305297708,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q2",78.6498036608972,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q3",77.424516516094,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q4",74.2763598426797,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q1",75.2240426942802,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q2",75.8869627430285,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q3",77.3948121820996,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q4",80.2678055264678,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q1",81.0601541194906,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q2",81.2146418708322,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q3",81.8305554491993,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q4",83.6801363807372,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q1",83.5857871588311,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q2",82.5941442486809,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q3",81.8668940111638,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q4",80.6159641880191,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q1",80.5295818039109,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q2",80.9980192063037,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q3",81.2655217584702,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q4",81.589233371824,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q1",81.8499848814382,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q2",82.7602378920825,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q3",83.6073616693298,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q4",85.3343360223479,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q1",87.0666979358867,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q2",88.4441321081054,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q3",90.6684440931343,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q4",92.6544543043724,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q1",95.7152720786805,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q2",98.5681982260977,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q3",101.448855636791,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q4",104.267674058431,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q1",105.237556531885,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q2",106.195249517779,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q3",107.699277055703,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q4",110.100239616801,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q1",112.671141657917,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q2",114.274485874004,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q3",114.93328832961,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q4",112.235539499753,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q1",111.01380996954,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q2",111.204645069941,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q3",111.51306106371,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q4",111.921094746264,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q1",111.200191252258,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q2",111.682740672457,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q3",113.010687040226,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q4",113.795099875771,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q1",114.51886426448,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q2",113.438332917831,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q3",115.501591248062,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q4",118.023669690703,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q1",121.181319995943,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q2",124.105437041205,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q3",127.188680543834,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q4",129.421492601475,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2022-Q1",131.401224457335,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2022-Q2",130.585556640812,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2022-Q3",126.774642699362,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2022-Q4",122.752594540428,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2023-Q1",118.955431691332,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2023-Q2",117.013040547333,
"SWE","HOUSECOST","REAL","IDX2015","Q","1970-Q1",41.9274134152581,
"SWE","HOUSECOST","REAL","IDX2015","Q","1970-Q2",41.8537197117926,
"SWE","HOUSECOST","REAL","IDX2015","Q","1970-Q3",41.734132018116,
"SWE","HOUSECOST","REAL","IDX2015","Q","1970-Q4",41.5087791545073,
"SWE","HOUSECOST","REAL","IDX2015","Q","1971-Q1",40.9065198324334,
"SWE","HOUSECOST","REAL","IDX2015","Q","1971-Q2",40.8075370580677,
"SWE","HOUSECOST","REAL","IDX2015","Q","1971-Q3",40.7970773094363,
"SWE","HOUSECOST","REAL","IDX2015","Q","1971-Q4",40.8190129020279,
"SWE","HOUSECOST","REAL","IDX2015","Q","1972-Q1",41.2725212872035,
"SWE","HOUSECOST","REAL","IDX2015","Q","1972-Q2",41.3397526173957,
"SWE","HOUSECOST","REAL","IDX2015","Q","1972-Q3",41.2321197547439,
"SWE","HOUSECOST","REAL","IDX2015","Q","1972-Q4",41.0929540433948,
"SWE","HOUSECOST","REAL","IDX2015","Q","1973-Q1",41.7228732279033,
"SWE","HOUSECOST","REAL","IDX2015","Q","1973-Q2",41.4390153158741,
"SWE","HOUSECOST","REAL","IDX2015","Q","1973-Q3",40.9103934142654,
"SWE","HOUSECOST","REAL","IDX2015","Q","1973-Q4",40.4315283899488,
"SWE","HOUSECOST","REAL","IDX2015","Q","1974-Q1",40.6018697012906,
"SWE","HOUSECOST","REAL","IDX2015","Q","1974-Q2",40.1683573272718,
"SWE","HOUSECOST","REAL","IDX2015","Q","1974-Q3",40.3709423981836,
"SWE","HOUSECOST","REAL","IDX2015","Q","1974-Q4",41.4523551366253,
"SWE","HOUSECOST","REAL","IDX2015","Q","1975-Q1",42.39688152218,
"SWE","HOUSECOST","REAL","IDX2015","Q","1975-Q2",43.095070449459,
"SWE","HOUSECOST","REAL","IDX2015","Q","1975-Q3",43.571403058719,
"SWE","HOUSECOST","REAL","IDX2015","Q","1975-Q4",43.8404079442473,
"SWE","HOUSECOST","REAL","IDX2015","Q","1976-Q1",44.456819934424,
"SWE","HOUSECOST","REAL","IDX2015","Q","1976-Q2",44.9414582921279,
"SWE","HOUSECOST","REAL","IDX2015","Q","1976-Q3",45.3538576030326,
"SWE","HOUSECOST","REAL","IDX2015","Q","1976-Q4",45.6568638798049,
"SWE","HOUSECOST","REAL","IDX2015","Q","1977-Q1",46.6777978659767,
"SWE","HOUSECOST","REAL","IDX2015","Q","1977-Q2",47.0689520559195,
"SWE","HOUSECOST","REAL","IDX2015","Q","1977-Q3",47.3599386393277,
"SWE","HOUSECOST","REAL","IDX2015","Q","1977-Q4",47.6528651733936,
"SWE","HOUSECOST","REAL","IDX2015","Q","1978-Q1",47.4378766464663,
"SWE","HOUSECOST","REAL","IDX2015","Q","1978-Q2",47.9113120689989,
"SWE","HOUSECOST","REAL","IDX2015","Q","1978-Q3",48.4162067862296,
"SWE","HOUSECOST","REAL","IDX2015","Q","1978-Q4",48.8410732983374,
"SWE","HOUSECOST","REAL","IDX2015","Q","1979-Q1",49.9346912538198,
"SWE","HOUSECOST","REAL","IDX2015","Q","1979-Q2",49.7943409777915,
"SWE","HOUSECOST","REAL","IDX2015","Q","1979-Q3",49.4052701006766,
"SWE","HOUSECOST","REAL","IDX2015","Q","1979-Q4",48.9322483363435,
"SWE","HOUSECOST","REAL","IDX2015","Q","1980-Q1",47.8259930091404,
"SWE","HOUSECOST","REAL","IDX2015","Q","1980-Q2",46.8919560924296,
"SWE","HOUSECOST","REAL","IDX2015","Q","1980-Q3",46.0487379760135,
"SWE","HOUSECOST","REAL","IDX2015","Q","1980-Q4",45.290213470029,
"SWE","HOUSECOST","REAL","IDX2015","Q","1981-Q1",44.2500821278143,
"SWE","HOUSECOST","REAL","IDX2015","Q","1981-Q2",43.0982926592849,
"SWE","HOUSECOST","REAL","IDX2015","Q","1981-Q3",41.9160418406569,
"SWE","HOUSECOST","REAL","IDX2015","Q","1981-Q4",40.7544545527125,
"SWE","HOUSECOST","REAL","IDX2015","Q","1982-Q1",40.0999582845411,
"SWE","HOUSECOST","REAL","IDX2015","Q","1982-Q2",39.1120185488681,
"SWE","HOUSECOST","REAL","IDX2015","Q","1982-Q3",38.1356072692694,
"SWE","HOUSECOST","REAL","IDX2015","Q","1982-Q4",37.2556892009845,
"SWE","HOUSECOST","REAL","IDX2015","Q","1983-Q1",35.9818191574982,
"SWE","HOUSECOST","REAL","IDX2015","Q","1983-Q2",35.2313741468621,
"SWE","HOUSECOST","REAL","IDX2015","Q","1983-Q3",34.5920443787904,
"SWE","HOUSECOST","REAL","IDX2015","Q","1983-Q4",34.0595801553699,
"SWE","HOUSECOST","REAL","IDX2015","Q","1984-Q1",33.7486027887358,
"SWE","HOUSECOST","REAL","IDX2015","Q","1984-Q2",33.4915933359099,
"SWE","HOUSECOST","REAL","IDX2015","Q","1984-Q3",33.2272886012986,
"SWE","HOUSECOST","REAL","IDX2015","Q","1984-Q4",33.0478480513008,
"SWE","HOUSECOST","REAL","IDX2015","Q","1985-Q1",32.6006670889458,
"SWE","HOUSECOST","REAL","IDX2015","Q","1985-Q2",32.4772132583687,
"SWE","HOUSECOST","REAL","IDX2015","Q","1985-Q3",32.3514311056532,
"SWE","HOUSECOST","REAL","IDX2015","Q","1985-Q4",32.3901676290713,
"SWE","HOUSECOST","REAL","IDX2015","Q","1986-Q1",32.4898715290944,
"SWE","HOUSECOST","REAL","IDX2015","Q","1986-Q2",32.7026595392924,
"SWE","HOUSECOST","REAL","IDX2015","Q","1986-Q3",33.0738473430544,
"SWE","HOUSECOST","REAL","IDX2015","Q","1986-Q4",33.7003119527106,
"SWE","HOUSECOST","REAL","IDX2015","Q","1987-Q1",34.5335848395724,
"SWE","HOUSECOST","REAL","IDX2015","Q","1987-Q2",34.9187331833927,
"SWE","HOUSECOST","REAL","IDX2015","Q","1987-Q3",35.3688502410369,
"SWE","HOUSECOST","REAL","IDX2015","Q","1987-Q4",36.5461223985248,
"SWE","HOUSECOST","REAL","IDX2015","Q","1988-Q1",37.5612244169546,
"SWE","HOUSECOST","REAL","IDX2015","Q","1988-Q2",38.6262280140661,
"SWE","HOUSECOST","REAL","IDX2015","Q","1988-Q3",40.1684905137311,
"SWE","HOUSECOST","REAL","IDX2015","Q","1988-Q4",41.0200649012297,
"SWE","HOUSECOST","REAL","IDX2015","Q","1989-Q1",42.770348401225,
"SWE","HOUSECOST","REAL","IDX2015","Q","1989-Q2",43.9049715020343,
"SWE","HOUSECOST","REAL","IDX2015","Q","1989-Q3",44.3741722961348,
"SWE","HOUSECOST","REAL","IDX2015","Q","1989-Q4",44.1230416585314,
"SWE","HOUSECOST","REAL","IDX2015","Q","1990-Q1",45.6036456298651,
"SWE","HOUSECOST","REAL","IDX2015","Q","1990-Q2",45.0392199389399,
"SWE","HOUSECOST","REAL","IDX2015","Q","1990-Q3",44.4023211609298,
"SWE","HOUSECOST","REAL","IDX2015","Q","1990-Q4",43.2724316071963,
"SWE","HOUSECOST","REAL","IDX2015","Q","1991-Q1",43.8112331644177,
"SWE","HOUSECOST","REAL","IDX2015","Q","1991-Q2",42.9454762739133,
"SWE","HOUSECOST","REAL","IDX2015","Q","1991-Q3",42.7880112122027,
"SWE","HOUSECOST","REAL","IDX2015","Q","1991-Q4",42.8510843091647,
"SWE","HOUSECOST","REAL","IDX2015","Q","1992-Q1",40.8952053958909,
"SWE","HOUSECOST","REAL","IDX2015","Q","1992-Q2",39.3005648524575,
"SWE","HOUSECOST","REAL","IDX2015","Q","1992-Q3",37.528763810692,
"SWE","HOUSECOST","REAL","IDX2015","Q","1992-Q4",34.9473637596807,
"SWE","HOUSECOST","REAL","IDX2015","Q","1993-Q1",32.8916674768601,
"SWE","HOUSECOST","REAL","IDX2015","Q","1993-Q2",32.4670013418801,
"SWE","HOUSECOST","REAL","IDX2015","Q","1993-Q3",31.508376962622,
"SWE","HOUSECOST","REAL","IDX2015","Q","1993-Q4",31.9107287647078,
"SWE","HOUSECOST","REAL","IDX2015","Q","1994-Q1",32.605034064083,
"SWE","HOUSECOST","REAL","IDX2015","Q","1994-Q2",32.9899717210461,
"SWE","HOUSECOST","REAL","IDX2015","Q","1994-Q3",32.8478428393503,
"SWE","HOUSECOST","REAL","IDX2015","Q","1994-Q4",32.6608362016708,
"SWE","HOUSECOST","REAL","IDX2015","Q","1995-Q1",32.2580217577852,
"SWE","HOUSECOST","REAL","IDX2015","Q","1995-Q2",32.170778998554,
"SWE","HOUSECOST","REAL","IDX2015","Q","1995-Q3",31.5985041419423,
"SWE","HOUSECOST","REAL","IDX2015","Q","1995-Q4",31.6313222680733,
"SWE","HOUSECOST","REAL","IDX2015","Q","1996-Q1",31.6510229531733,
"SWE","HOUSECOST","REAL","IDX2015","Q","1996-Q2",31.6402083379777,
"SWE","HOUSECOST","REAL","IDX2015","Q","1996-Q3",31.9089455109007,
"SWE","HOUSECOST","REAL","IDX2015","Q","1996-Q4",32.4258990682496,
"SWE","HOUSECOST","REAL","IDX2015","Q","1997-Q1",32.7795156880248,
"SWE","HOUSECOST","REAL","IDX2015","Q","1997-Q2",33.3946114474078,
"SWE","HOUSECOST","REAL","IDX2015","Q","1997-Q3",33.7020562266646,
"SWE","HOUSECOST","REAL","IDX2015","Q","1997-Q4",34.3966447347912,
"SWE","HOUSECOST","REAL","IDX2015","Q","1998-Q1",35.3562403041669,
"SWE","HOUSECOST","REAL","IDX2015","Q","1998-Q2",36.1042511671332,
"SWE","HOUSECOST","REAL","IDX2015","Q","1998-Q3",36.8389113787129,
"SWE","HOUSECOST","REAL","IDX2015","Q","1998-Q4",38.0544377701919,
"SWE","HOUSECOST","REAL","IDX2015","Q","1999-Q1",38.1963446742573,
"SWE","HOUSECOST","REAL","IDX2015","Q","1999-Q2",39.1113905771939,
"SWE","HOUSECOST","REAL","IDX2015","Q","1999-Q3",39.8023834537011,
"SWE","HOUSECOST","REAL","IDX2015","Q","1999-Q4",40.6880339120317,
"SWE","HOUSECOST","REAL","IDX2015","Q","2000-Q1",41.666691890112,
"SWE","HOUSECOST","REAL","IDX2015","Q","2000-Q2",43.1515431795009,
"SWE","HOUSECOST","REAL","IDX2015","Q","2000-Q3",44.1088329211854,
"SWE","HOUSECOST","REAL","IDX2015","Q","2000-Q4",45.0231325168353,
"SWE","HOUSECOST","REAL","IDX2015","Q","2001-Q1",46.092883775487,
"SWE","HOUSECOST","REAL","IDX2015","Q","2001-Q2",45.7244053624411,
"SWE","HOUSECOST","REAL","IDX2015","Q","2001-Q3",46.1499749052549,
"SWE","HOUSECOST","REAL","IDX2015","Q","2001-Q4",45.9474215408592,
"SWE","HOUSECOST","REAL","IDX2015","Q","2002-Q1",46.8897432795038,
"SWE","HOUSECOST","REAL","IDX2015","Q","2002-Q2",47.5479940075503,
"SWE","HOUSECOST","REAL","IDX2015","Q","2002-Q3",48.6864450236381,
"SWE","HOUSECOST","REAL","IDX2015","Q","2002-Q4",49.2554054624166,
"SWE","HOUSECOST","REAL","IDX2015","Q","2003-Q1",49.2206310862582,
"SWE","HOUSECOST","REAL","IDX2015","Q","2003-Q2",50.0115438863059,
"SWE","HOUSECOST","REAL","IDX2015","Q","2003-Q3",50.3518654958825,
"SWE","HOUSECOST","REAL","IDX2015","Q","2003-Q4",51.618093699638,
"SWE","HOUSECOST","REAL","IDX2015","Q","2004-Q1",52.8620732619563,
"SWE","HOUSECOST","REAL","IDX2015","Q","2004-Q2",54.2436873604822,
"SWE","HOUSECOST","REAL","IDX2015","Q","2004-Q3",55.0553102536813,
"SWE","HOUSECOST","REAL","IDX2015","Q","2004-Q4",56.7604394716901,
"SWE","HOUSECOST","REAL","IDX2015","Q","2005-Q1",56.9351506979465,
"SWE","HOUSECOST","REAL","IDX2015","Q","2005-Q2",57.6232281937812,
"SWE","HOUSECOST","REAL","IDX2015","Q","2005-Q3",59.5232326397077,
"SWE","HOUSECOST","REAL","IDX2015","Q","2005-Q4",62.4286036394191,
"SWE","HOUSECOST","REAL","IDX2015","Q","2006-Q1",64.3672130154117,
"SWE","HOUSECOST","REAL","IDX2015","Q","2006-Q2",65.1584880455712,
"SWE","HOUSECOST","REAL","IDX2015","Q","2006-Q3",66.1902559624757,
"SWE","HOUSECOST","REAL","IDX2015","Q","2006-Q4",68.0945267699302,
"SWE","HOUSECOST","REAL","IDX2015","Q","2007-Q1",70.2042198808101,
"SWE","HOUSECOST","REAL","IDX2015","Q","2007-Q2",72.9360489703811,
"SWE","HOUSECOST","REAL","IDX2015","Q","2007-Q3",75.2987995937005,
"SWE","HOUSECOST","REAL","IDX2015","Q","2007-Q4",74.3114460149735,
"SWE","HOUSECOST","REAL","IDX2015","Q","2008-Q1",73.3597237813625,
"SWE","HOUSECOST","REAL","IDX2015","Q","2008-Q2",73.2282709263739,
"SWE","HOUSECOST","REAL","IDX2015","Q","2008-Q3",72.0249381510654,
"SWE","HOUSECOST","REAL","IDX2015","Q","2008-Q4",69.1070199015373,
"SWE","HOUSECOST","REAL","IDX2015","Q","2009-Q1",70.6232515458924,
"SWE","HOUSECOST","REAL","IDX2015","Q","2009-Q2",71.3921881039647,
"SWE","HOUSECOST","REAL","IDX2015","Q","2009-Q3",72.9915967972917,
"SWE","HOUSECOST","REAL","IDX2015","Q","2009-Q4",75.6719069887632,
"SWE","HOUSECOST","REAL","IDX2015","Q","2010-Q1",76.4143884877867,
"SWE","HOUSECOST","REAL","IDX2015","Q","2010-Q2",76.5331663288087,
"SWE","HOUSECOST","REAL","IDX2015","Q","2010-Q3",77.6285658603556,
"SWE","HOUSECOST","REAL","IDX2015","Q","2010-Q4",79.2055186740886,
"SWE","HOUSECOST","REAL","IDX2015","Q","2011-Q1",79.3138914966145,
"SWE","HOUSECOST","REAL","IDX2015","Q","2011-Q2",78.729607227882,
"SWE","HOUSECOST","REAL","IDX2015","Q","2011-Q3",78.2608131101599,
"SWE","HOUSECOST","REAL","IDX2015","Q","2011-Q4",77.2279400845856,
"SWE","HOUSECOST","REAL","IDX2015","Q","2012-Q1",77.8882079175377,
"SWE","HOUSECOST","REAL","IDX2015","Q","2012-Q2",78.4634731276849,
"SWE","HOUSECOST","REAL","IDX2015","Q","2012-Q3",79.4151221591171,
"SWE","HOUSECOST","REAL","IDX2015","Q","2012-Q4",79.9310611955886,
"SWE","HOUSECOST","REAL","IDX2015","Q","2013-Q1",80.5737534106526,
"SWE","HOUSECOST","REAL","IDX2015","Q","2013-Q2",81.9369058238737,
"SWE","HOUSECOST","REAL","IDX2015","Q","2013-Q3",82.81809976451,
"SWE","HOUSECOST","REAL","IDX2015","Q","2013-Q4",84.4708622330244,
"SWE","HOUSECOST","REAL","IDX2015","Q","2014-Q1",86.5317996154156,
"SWE","HOUSECOST","REAL","IDX2015","Q","2014-Q2",87.9773613302881,
"SWE","HOUSECOST","REAL","IDX2015","Q","2014-Q3",90.1415064569164,
"SWE","HOUSECOST","REAL","IDX2015","Q","2014-Q4",92.5229716683182,
"SWE","HOUSECOST","REAL","IDX2015","Q","2015-Q1",95.5870300347378,
"SWE","HOUSECOST","REAL","IDX2015","Q","2015-Q2",98.4407966270643,
"SWE","HOUSECOST","REAL","IDX2015","Q","2015-Q3",101.526426038353,
"SWE","HOUSECOST","REAL","IDX2015","Q","2015-Q4",104.445747299845,
"SWE","HOUSECOST","REAL","IDX2015","Q","2016-Q1",105.546898801426,
"SWE","HOUSECOST","REAL","IDX2015","Q","2016-Q2",106.294549488182,
"SWE","HOUSECOST","REAL","IDX2015","Q","2016-Q3",107.616036552076,
"SWE","HOUSECOST","REAL","IDX2015","Q","2016-Q4",109.787716877014,
"SWE","HOUSECOST","REAL","IDX2015","Q","2017-Q1",111.996232744242,
"SWE","HOUSECOST","REAL","IDX2015","Q","2017-Q2",113.065968553317,
"SWE","HOUSECOST","REAL","IDX2015","Q","2017-Q3",113.791459559289,
"SWE","HOUSECOST","REAL","IDX2015","Q","2017-Q4",110.880534013344,
"SWE","HOUSECOST","REAL","IDX2015","Q","2018-Q1",108.703821587216,
"SWE","HOUSECOST","REAL","IDX2015","Q","2018-Q2",108.642490573531,
"SWE","HOUSECOST","REAL","IDX2015","Q","2018-Q3",108.257174562681,
"SWE","HOUSECOST","REAL","IDX2015","Q","2018-Q4",109.318623610913,
"SWE","HOUSECOST","REAL","IDX2015","Q","2019-Q1",107.970669370288,
"SWE","HOUSECOST","REAL","IDX2015","Q","2019-Q2",108.255287273058,
"SWE","HOUSECOST","REAL","IDX2015","Q","2019-Q3",109.446727014268,
"SWE","HOUSECOST","REAL","IDX2015","Q","2019-Q4",110.960282271368,
"SWE","HOUSECOST","REAL","IDX2015","Q","2020-Q1",111.175677347666,
"SWE","HOUSECOST","REAL","IDX2015","Q","2020-Q2",110.691532539977,
"SWE","HOUSECOST","REAL","IDX2015","Q","2020-Q3",112.693441694978,
"SWE","HOUSECOST","REAL","IDX2015","Q","2020-Q4",116.32116528518,
"SWE","HOUSECOST","REAL","IDX2015","Q","2021-Q1",117.595485499626,
"SWE","HOUSECOST","REAL","IDX2015","Q","2021-Q2",120.618558648001,
"SWE","HOUSECOST","REAL","IDX2015","Q","2021-Q3",123.889967602099,
"SWE","HOUSECOST","REAL","IDX2015","Q","2021-Q4",125.634100556951,
"SWE","HOUSECOST","REAL","IDX2015","Q","2022-Q1",125.063424935287,
